Tên Sản Phẩm,Doanh Thu,Ngành Hàng,Thương Hiệu,Link Shop,Ngày Bắt Đầu Bán,Tổng Doanh Số,Tổng Số Đã Bán,Sản Phẩm Samsung,Sàn,Năm,Tháng,Quốc Gia
"Điện Thoại Chính Hãng Samsung Galaxy A71 Máy 2Sim Ram 8G/128G, Camera Siêu Nét, Cày Game Mượt - Bnn 04",179088000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2023-02,374266000,234,Samsung Galaxy A71,Shopee,2023,02,Hàn Quốc
"Điện Thoại Chính Hãng Samsung Galaxy Note 9 2Sim Ram 6/128G, Màn 6.4Inch, Camera Siêu Nét, Chiến Game Nặng Đỉnh - Bnn 04",179088000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2023-02,364572000,228,Samsung Galaxy Note 9,Shopee,2023,02,Hàn Quốc
"Điện Thoại Samsung Galaxy S9 Plus Chính Hãng 2Sim Ram 6/64G,Camera Sau: 2 Camera 12 Mp, Cpu: Exynos 9810 8 Nhân - Bnn 03",178976000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-04,932070500,582,Samsung Galaxy S9+,Shopee,2022,04,Hàn Quốc
"Điện Thoại Chính Hãng Sony Xperia 5 ( Sony X5 ) Ram 6G/64G, Màn 6.1Inch, Camera Siêu Nét - Ggs 05",178909000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/108110554,2023-02,320838000,162,Don't Use,Shopee,2023,02,Nhật Bản
"[ Rẻ Vô Địch ] Điện Thoại Xiaomi Redmi 9A 2Sim Ram 4G/64G Chính Hãng, Pin 5000Mah, Cân Game Nặng Quá Đỉnh - Bcc 05",178290000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/25143432,2022-02,504496000,297,Don't Use,Shopee,2022,02,Trung Quốc
"Điện Thoại Realme C21Y Chính Hãng 2Sim Ram 8G/128G, Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",177450000,Điện Thoại & Máy Tính Bảng,Realme,https://www.lazada.vn/tay-nguyen-store-47,2022-09,267375000,75,Don't Use,Don't Use,2022,09,Trung Quốc
"[ Rẻ Hủy Diệt] Điện Thoại Oppo F9 Pro 2Sim (8Gb/512Gb) Chính Hãng Mới, Màn 6.3Inch, Cân Pubg/Free Fire Chất Lừ - Ggs 04",176457000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2021-12,356441000,261,Don't Use,Shopee,2021,12,Trung Quốc
"Điện Thoại Samsung Galaxy S23 Ultra 5G - Hàng Chính Hãng, Mới 100%, Nguyên Seal",175920000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/349543642,2022-03,1385980000,63,Samsung Galaxy S23 Ultra,Shopee,2022,03,Hàn Quốc
"Điện Thoại Sony Xperia Xz3 Chính Hãng 4/64G, Cấu Hình Cpu Siêu Cao Cấp, Đánh Mọi Game Nặng Chất - Bcc 06",175655000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/25143432,2022-11,824619150,446,Don't Use,Shopee,2022,11,Nhật Bản
"Điện Thoại Oppo A56 5G Chính Hãng 2Sim Ram 8G/128G, Camera Sau:48 Mp &2 Mp, 2 Mp, Chiến Game Nặng Đỉnh - Bcc 06",175410000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/25143432,2022-11,383953000,197,Don't Use,Shopee,2022,11,Trung Quốc
"Điện Thoại Vivo Y21S Chính Hãng Ram 8G Rom 256G 2Sim, Mànips Lcd6.51 Hd+, Chip: Mediatek Helio G80, Cày Game Ok - Bcc 05",175403000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/25143432,2022-07,360033000,366,Don't Use,Shopee,2022,07,Trung Quốc
"Điện Thoại Giá Rẻ Samsung Galaxy J7 Pro 2Sim Ram 3G/32G Mới Chính Hãng, Màn 5.5Inch, Chơi Pubg Mượt - Ggs 03",175370000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2020-02,1217067120,803,Samsung Galaxy J7 Pro,Shopee,2020,02,Hàn Quốc
"Điện Thoại Vivo Y20S - Vivo Y20 S Chính Hãng 2Sim Ram 8/256G, Màn 6.51'', Camera Sau: 13 Mp & 2 Mp, 2 Mp - Bcc 05",175208000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/25143432,2022-08,328696000,227,Don't Use,Shopee,2022,08,Trung Quốc
"[ Rẻ Hủy Diệt ] Điện Thoại Samsung Galaxy S8 Plus 2Sim Ram 4G/64G Mới Chính Hãng, Chơi Game Nặng Mượt - Ggs 05",175200000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2020-09,1475222770,623,Samsung Galaxy S8+,Shopee,2020,09,Hàn Quốc
"Điện Thoại Samsung Galaxy J2 Prime G532 2Sim (1.5G/8Gb) Máy Đẹp Keng, Full Chức Năng - Ggs 03",174537000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2020-03,1497495030,1141,Samsung Galaxy J2,Shopee,2020,03,Hàn Quốc
"Rẻ Như Rẻ Điện Thoại Sony Xperia Xz3 (4Gb/64Gb) Mới Zin Chính Hãng, Cpu Snap 845 8 Nhân - Bnn 06",174450000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/11171175,2021-04,7597346000,2930,Don't Use,Shopee,2021,04,Nhật Bản
"Điện Thoại Samsung Galaxy A20 2Sim Chính Hãng, Ram 4G Rom 64G, Làm Tiktok Youtube Fb Zalo Chất - Ggs 03",174400000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-02,799297030,707,Samsung Galaxy A20,Shopee,2022,02,Hàn Quốc
"Rẻ Như Rẻ Điện Thoại Oppo A1K 2Sim Ram 6G/128G Mới Chính Hãng, Chơi Game Siêu Mượt, Pin 4000Mah - Bnn 06",173594000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2020-09,3731392000,1798,Don't Use,Shopee,2020,09,Trung Quốc
"Điện Thoại Giá Rẻ Máy Chính Hãng Samsung Galaxy S10 Ram 8G/128G, Màn Hình: Dynamic Amoled6.1 Quad Hd+ (2K+), Camera Sau: Chính 12 Mp & Phụ 12 Mp, 16 Mp - Bảo Hành 12 Tháng",172159000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,377910000,90,Samsung Galaxy S10+,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Chính Hãng Giá Rẻ Realme 5 Pro 2Sim Ram 8/256G, Bảo Hành 12 Tháng, Chiến Mọi Game Siêu Mượt - Bnn 03",172121000,Điện Thoại & Máy Tính Bảng,Realme,https://shopee.vn/shop/11171175,2022-04,293660520,178,Don't Use,Shopee,2022,04,Trung Quốc
Điện Thoại Samsung Galaxy A14  (4Gb/128Gb) - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành Điện Tử,172118000,Điện Thoại & Máy Tính Bảng,Samsung,https://tiki.vn/cua-hang/happy-phone,2023-03,305284000,79,Samsung Galaxy A14,Don't Use,2023,03,Hàn Quốc
Rẻ Như Rẻ Điện Thoại Xiaomi Redmi 9A ( Xiaomi Redmi 9 A ) 2Sim (2Gb32Gb) Mới Chính Hãng - Có Tiếng Việt - Bnn 06,171513000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/11171175,2021-04,3420777000,1500,Don't Use,Shopee,2021,04,Trung Quốc
"Điện Thoại Chính Hãng Samsung Galaxy A32 2Sim Ram 6G/128G, Camera Sau: Chính 64 Mp & Phụ 8 Mp, 5 Mp, 5 Mp - Bnn 02",171093000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2023-02,380694920,238,Samsung Galaxy A32,Shopee,2023,02,Hàn Quốc
"Điện Thoại Giá Rẻ Samsung Galaxy S9 64G Ram 4G Mới Chính Hãng, Chiến Liên Quân/Free/Pubg Chất Lừ - Bcc 06",170810000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/25143432,2020-12,577271000,319,Samsung Galaxy S9+,Shopee,2020,12,Hàn Quốc
"Điện Thoại Oppo F7 2Sim (Màu Đỏ) Ram 4G/64G Mới Fullbox, Chơi Game Nặng Mượt",170651000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/48782032,2020-07,3308282000,895,Don't Use,Shopee,2020,07,Trung Quốc
"Điện Thoại Samsung Galaxy Note 8 Chính Hãng Ram 6G Bộ Nhớ 64G, Chiến Game Nặng Chất Đỉnh - Bnn 02",170390000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-06,843079000,544,Samsung Galaxy Note 8,Shopee,2022,06,Hàn Quốc
"[ Rẻ Vô Địch ] Điện Thoại Oppo F9 Pro Chính Hãng 2Sim Ram 8/256G - Camera Sắc Nét, Cân Game Nặng Mượt - Ggs 01",170367000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2021-12,877213000,637,Don't Use,Shopee,2021,12,Trung Quốc
"Điện Thoại Xiaomi Redmi Note 10T 5G (4Gb/64Gb) ,Màn 90Hz,Chống Nước Ip68, Mới Nguyên Seal ,Bản Quốc Tế",170046000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/27662376,2022-10,408342000,130,Don't Use,Shopee,2022,10,Trung Quốc
"Điện Thoại Giá Rẻ Sony Xperia 1 Ram 6G Rom 128G, Máy Chính Hãng, Màn Hình 6.5Inch, Cpu Snap 855 - Bnn 05",169900000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/11171175,2022-04,535578000,315,Don't Use,Shopee,2022,04,Nhật Bản
"Điện Thoại Chính Hãng Oppo Reno4 Z Bản 5G 2Sim Ram 8G/256G, Camera Sau: 48 Mp & 8 Mp, 2 Mp, 2 Mp, Cân Game Đỉnh Bnn 02",169689000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2023-02,352375000,225,Don't Use,Shopee,2023,02,Trung Quốc
"Điện Thoại Samsung Galaxy S20 Ultra 5G Chính Hãng, Màn: 6.9 Inches, Snapdragon 865, Chiến Game Nặng Chất - Ggs 03",169000000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-08,613598000,146,Samsung Galaxy S20 Ultra,Shopee,2022,08,Hàn Quốc
Điện Thoại Xiaomi Poco F3 8Gb L 256Gb - Snapdragon 870 5G - Amoled 120Hz - Loa Kép Chuẩn Dolby Atmos® - Chính Hãng,168610000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/191065034,2021-05,9886450000,1072,Don't Use,Shopee,2021,05,Trung Quốc
"Điện Thoại Lg V40 Thinq Ram 6G/64G Mới Chính Hãng, Cpu Snap 845 8 Nhân, Camera Siêu Nét - Ggs 01",167487000,Điện Thoại & Máy Tính Bảng,Lg,https://shopee.vn/shop/108110554,2020-09,1684466060,664,Don't Use,Shopee,2020,09,Hàn Quốc
"Điện Thoại Xiaomi Redmi Note 11 5G Chính Hãng 2Sim Ram 6G Bộ Nhớ 128G, Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",167112000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://www.lazada.vn/tay-nguyen-store-47,2022-09,303840000,80,Don't Use,Don't Use,2022,09,Trung Quốc
Điện Thoại Xiaomi Poco F3 8Gb L 256Gb - Snapdragon 870 5G - Amoled 120Hz - Loa Kép Chuẩn Dolby Atmos® - Chính Hãng,166750000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/403571751,2023-06,274230000,41,Don't Use,Shopee,2023,06,Trung Quốc
Điện Thoại Samsung Galaxy Note 9 2Sim Ram 6G/128G Mới Chính Hãng,165000000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/48810739,2020-10,561000000,51,Samsung Galaxy Note 9,Shopee,2020,10,Hàn Quốc
"Điện Thoại Nokia 6310 Sóng 4G, Chính Hãng .Máy Mới Full Box. Bh 1 Đổi 1 Trong 3 Tháng",165000000,Điện Thoại & Máy Tính Bảng,Nokia,https://shopee.vn/shop/241243428,2023-08,165000000,500,Don't Use,Shopee,2023,08,Phần Lan
"Điện Thoại Vivo Y17 2Sim Chính Hãng Ram 8/256G,Màn: Ips Lcd6.35 Hd+,Camera: 20 Mp, Cày Pubg/Free Tiktok Chất Bnn 03",164780000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/11171175,2022-04,442114000,300,Don't Use,Shopee,2022,04,Trung Quốc
"Điện Thoại Samsung Galaxy Note 8 2Sim Ram 6G/4G, Máy Chính Hãng,Màn Hình: Super Amoled, 6.3 , Quad Hd+ (2K+) Bnn 02",164780000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-06,418748000,278,Samsung Galaxy Note 8,Shopee,2022,06,Hàn Quốc
"'' Rẻ Hủy Diệt '' Điện Thoại Samsung A50 - Samsung Galaxy A50 Chính Hãng Ram 4/64G Mới, 3 Camera Sau Siêu Đẹp - Bnn 01",164542000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2021-03,9512849000,1502,Samsung Galaxy A50,Shopee,2021,03,Hàn Quốc
"Điện Thoại Giá Rẻ Vivo Y55 2Sim Chính Hãng, Ram 4G/64G Cài Full Zalo Tiktok Youtube Chất - Bcc 05",164340000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/25143432,2022-02,277290000,370,Don't Use,Shopee,2022,02,Trung Quốc
Điện Thoại Samsung Galaxy A14 Lte (4Gb/128Gb),164250000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/samsung-flagship-store,2023-03,647440000,177,Samsung Galaxy A14,Don't Use,2023,03,Hàn Quốc
"'' Rẻ Vô Địch '' Điện Thoại Samsung Galaxy A50 Máy Chính Hãng, Ram 4G/64G, 3 Camera Sau, Chiến Game Đỉnh - Bnn 01",164216000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2021-03,9611382000,1526,Samsung Galaxy A50,Shopee,2021,03,Hàn Quốc
"Điện Thoại Xiaomi Redmi Note 5 Pro 2Sim Ram 3G/32G Mới Chính Hãng, Có Tiếng Việt, Học On Chất Đỉnh - Bnn 03",163406000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/11171175,2020-09,7841518000,2828,Don't Use,Shopee,2020,09,Trung Quốc
"Điện Thoại Oppo A55 5G Chính Hãng 2Sim Ram 8/256G, Màn Hình: Ips Lcd6.5 Hd+, Cấu Hình Mạnh Đỉnh Cày Pubg/Liên Quân/Free Fire/Tiktok Siêu Mượt",163357000,Điện Thoại & Máy Tính Bảng,Oppo,https://www.lazada.vn/tay-nguyen-store-47,2022-09,295446569,78,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Chính Hãng Reno2 Z - Oppo Reno 2Z 2Sim Ram 8G Rom 256G, Màn 6.5'' Camera Trước Thò Thụt Siêu Độc Đáo Ggs 01",162240000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2022-08,473042000,379,Don't Use,Shopee,2022,08,Trung Quốc
"Điện Thoại Samsung Galaxy A31 2Sim Rom 128G Ram 6G Chính Hãng, Camera Sau: Chính 48 Mp & Phụ 8 Mp, 5 Mp, 5 Mp - Ggs 02",162064000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-08,675332000,456,Samsung Galaxy A31,Shopee,2022,08,Hàn Quốc
"Điện Thoại Xiaomi Redmi Note 8 Pro Chính Hãng 2Sim Ram 8G Bộ Nhớ 128G, Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",161910000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://www.lazada.vn/tay-nguyen-store-47,2022-09,269585079,75,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Realme 5 Pro 2Sim Chính Hãng Ram 8G/256G, Màn Hình:Ips Lcd, 6.3 , Full Hd+, Cpu: Snapdragon 712 8 Nhân Ggs 03",161820000,Điện Thoại & Máy Tính Bảng,Realme,https://shopee.vn/shop/108110554,2022-08,325290000,180,Don't Use,Shopee,2022,08,Trung Quốc
Điện Thoại Samsung Galaxy S23+ 8Gb/512Gb - Độc Quyền Online,161490400,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/843663249,2023-01,161490400,6,Samsung Galaxy S23,Shopee,2023,01,Hàn Quốc
"Điện Thoại Samsung Galaxy S7 Edge 2Sim Ram 4G Bộ Nhớ 32G Mới, Chơi Game Nặng Mượt, Màn Hình 5.5Inch - Bcc 06",161238000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/25143432,2022-02,590677000,840,Samsung Galaxy S7 Edge,Shopee,2022,02,Hàn Quốc
Điện Thoại Oppoa3S (Oppo-A3S) Ram 6G/128G 2Sim Mới Chính Hãng- Màn Hình Tai Thỏ Thời Thượng - Ggs 02,161028000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2020-09,771598530,376,Don't Use,Shopee,2020,09,Trung Quốc
"Điện Thoại Samsung Galaxy S20 Ultra 5G Ram 12G/256G Chính Hãng, Camera Sau: 4 Camera: 108Mp, Camera Góc Rộng 12Mp + Camera Tele 48Mp + 0.3 Mp, Tof 3D - Bảo Hành 12 Tháng",160954000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,335904000,96,Samsung Galaxy S20 Ultra,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Vivo Y93 2Sim Ram 6G/128G, Màn Hình Giọt Nước Tràn Viền, Camera Siêu Nét, Cày Game Nặng Chất - Bnn 02",160728000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/11171175,2021-04,919421000,583,Don't Use,Shopee,2021,04,Trung Quốc
"Điện Thoại Oppo Reno2 F Máy Chính Hãng 2Sim Ram 8G/256G, Camera:48 Mp & 8 Mp, 2 Mp, 2 Mp, Cày Game Chất - Bnn 02",160320600,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2023-02,326227980,224,Don't Use,Shopee,2023,02,Trung Quốc
"Điện Thoại Samsung Galaxy A42 5G Ram 4G/128G Máy Chính Hãng, Cày Game Nặng Đỉnh - Bảo Hành 12 Tháng",159950000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,326298000,102,Samsung Galaxy A42,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Vivo Y19 Ram 8G Bộ Nhớ 256G 2Sim, Máy Chính Hãng, Cày Pubg/Free Tiktok Zalo Fb Youtube Chất - Bnn 05",159400000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/11171175,2022-06,375062000,236,Don't Use,Shopee,2022,06,Trung Quốc
"Điện Thoại  Máy Chính Hãng Samsung Galaxy Note 9 2Sim Ram 6G/128G, Camera Sau: 2 Camera 12 Mp, Màn Hình: Super Amoled 6.4Inch Quad Hd+ (2K+) - Bảo Hành 12 Tháng",158356000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,341905000,95,Samsung Galaxy Note 9,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Samsung Galaxy S20 Plus (S20+) 5G Máy Ram 12G/256G Chính Hãng, Cày Game Siêu Chất - Bảo Hành 12 Tháng",158352000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,320003000,97,Samsung Galaxy S20+,Don't Use,2023,03,Hàn Quốc
Điện Thoại Redmi K50 Ultra (Extreme Edition) 8/128Gb,158083000,Điện Thoại & Máy Tính Bảng,Redmi,https://shopee.vn/shop/110564302,2022-08,663029000,71,Don't Use,Shopee,2022,08,Trung Quốc
"Điện Thoại Samsung Galaxy A31 Ram 6G Bộ Nhớ 128G 2Sim Chính Hãng, Cấu Hình Khủng, Cân Mọi Game Siêu Đỉnh - Ggs 04",158037000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-08,663481560,554,Samsung Galaxy A31,Shopee,2022,08,Hàn Quốc
Điện Thoại Samsung Galaxy A14 Lte (4Gb/128Gb) - Hàng Chính Hãng,157050000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/binguyenshop,2023-02,262696000,75,Samsung Galaxy A14,Don't Use,2023,02,Hàn Quốc
Điện Thoại Samsung Galaxy Note 9 2Sim Ram 6G/128G Máy Chính Hãng - Bảo Hành 12 Tháng,156751000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,383616722,120,Samsung Galaxy Note 9,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Samsung Galaxy A42 5G Ram 4G/128G Máy Chính Hãng, Màn Hình: Tft Lcd6.6 Full Hd+ - Bảo Hành 12 Tháng",156751000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,303905000,95,Samsung Galaxy A42,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Sony Xz3 - Sony Xperia Xz3 Chính Hãng Ram 4/64G, Màn: P-Oled, 6.0 , Quad Hd+ (2K+), Cày Game Đỉnh - Bcc 05",156484000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/25143432,2022-11,684147000,496,Don't Use,Shopee,2022,11,Nhật Bản
Điện Thoại Apple Iphone 11 64Gb,156470000,Điện Thoại & Máy Tính Bảng,Apple,https://shopee.vn/shop/487028617,2021-07,1167350000,102,Don't Use,Shopee,2021,07,Hoa Kỳ
"[ Bán Lẻ = Giá Sỉ ] Điện Thoại Sony Xperia 1 (Sony X1) Ảm 6G Rom 128G Chính Hãng, Chiến Pubg/Free Fire Chất - Bnn 03",155067000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/11171175,2022-04,781854000,559,Don't Use,Shopee,2022,04,Nhật Bản
"Điện Thoại Samsung Galaxy S8 2Sim Ram 4G Rom 64G, Máy Chính Hãng,Màn Hình: Super Amoled, 5.8 , Quad Hd+ (2K+) - Bnn 02",153780000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-06,336770000,241,Samsung Galaxy S8+,Shopee,2022,06,Hàn Quốc
"Điện Thoại Chính Hãng Oppo A9 2020 2Sim Ram 8G/128G, Màn 6.5Inch, Camera Siêu Nét, Cày Game Mượt - Ggs 04",153538000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2023-03,447550000,450,Don't Use,Shopee,2023,03,Trung Quốc
"Điện Thoại Samsung Galaxy A54 5G (8Gb/128Gb) - Hàng Chính Hãng - 3 Camera Chính Sắc Nét, Pin Lớn 5000 Mah",153181000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/40757878,2023-03,177478000,22,Samsung Galaxy A54,Shopee,2023,03,Hàn Quốc
Điện Thoại Samsung Galaxy S23 Ultra 5G (12Gb/512Gb) - Hàng Chính Hãng,151950000,Điện Thoại & Máy Tính Bảng,Samsung,https://tiki.vn/cua-hang/tiki-trading,2023-02,374080000,12,Samsung Galaxy S23 Ultra,Don't Use,2023,02,Hàn Quốc
"Điện Thoại Oppo A54 5G Chính Hãng 2Sim Ram 8G/256G, Màn Hình: Ips Lcd6.5 Hd+, Cấu Hình Mạnh Đỉnh Cày Pubg/Liên Quân/Free Fire/Tiktok Siêu Mượt",151662000,Điện Thoại & Máy Tính Bảng,Oppo,https://www.lazada.vn/tay-nguyen-store-47,2022-09,214305000,65,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Oppo Reno4 - Oppo Reno 4 2Sim Chính Hãng Ram 8/256G, Cấu Hình Khủng, Cày Game Siêu Mượt - Bnn 01",151296000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2023-02,365962000,238,Don't Use,Shopee,2023,02,Trung Quốc
"Điện Thoại Samsung Galaxy J8 Chính Hãng 2Sim Ram 3 Bộ Nhớ 32G, Màn 6Inch, Chiến Game Đỉnh - Ggs 01",150814000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-02,771327030,726,Samsung Galaxy J8,Shopee,2022,02,Hàn Quốc
Điện Thoại Apple Iphone 13 128Gb,150710000,Điện Thoại & Máy Tính Bảng,Apple,https://www.lazada.vn/he-thong-shopdunk,2021-09,1295220000,60,Don't Use,Don't Use,2021,09,Hoa Kỳ
Điện Thoại Oppo F5 6G Bộ Nhớ 128G/ Vua Selfiel 20Mp / Chiến Pubg/Liên Quân Mướt - Ggs 02,150336000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2019-02,1209124180,568,Don't Use,Shopee,2019,02,Trung Quốc
Điện Thoại Xiaomi Redmi K40 5G 6/128Gb Nguyên Seal,150081000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/110564302,2021-10,592929552,74,Don't Use,Shopee,2021,10,Trung Quốc
"Điện Thoại Samsung Galaxy A32 Máy 2Sim Ram 6G/128G Chính Hãng, Cày Game Nặng Đỉnh - Bảo Hành 12 Tháng",149950000,Điện Thoại & Máy Tính Bảng,Samsung,https://www.lazada.vn/tay-nguyen-store-47,2023-03,395760935,132,Samsung Galaxy A32,Don't Use,2023,03,Hàn Quốc
"Điện Thoại Chính Hãng Oppo Reno4 2Sim Ram 8G/256G, Camera Sau: 48 Mp & 8 Mp, 2 Mp, 2 Mp, Cày Game Chất - Bnn 02",149938000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2023-02,311223000,227,Don't Use,Shopee,2023,02,Trung Quốc
Điện Thoại Samsung Galaxy A14 Lte 4Gb/128Gb - Hàng Chính Hãng - Đã Kích Hoạt Bảo Hành,149780000,Điện Thoại & Máy Tính Bảng,Samsung,https://tiki.vn/cua-hang/tiki-trading,2023-05,316310000,97,Samsung Galaxy A14,Don't Use,2023,05,Hàn Quốc
Điện Thoại Xiaomi Redmi K50 Ultra Nhập Khẩu Giá Siêu Tốt,149484000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/168855912,2022-08,158783000,17,Don't Use,Shopee,2022,08,Trung Quốc
"Điện Thoại Oppo F11 Pro Chính Hãng 2Sim Ram 8/256G, Cấu Hình Mạnh Đỉnh Cày Pubg/Liên Quân/Free Fire/Tiktok Siêu Mượt",149400000,Điện Thoại & Máy Tính Bảng,Oppo,https://www.lazada.vn/tay-nguyen-store-47,2022-09,200196000,67,Don't Use,Don't Use,2022,09,Trung Quốc
"[Rẻ Vô Địch] Điện Thoại Samsung Galaxy S9 Plus 2Sim Bộ Nhớ 64G Ram6G, Máy Chính Hãng, Chiến Game Quá Đỉnh - Bnn 02",149270000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2021-11,781878000,601,Samsung Galaxy S9+,Shopee,2021,11,Hàn Quốc
